"pid","sale_price","sale_date","sale_price_2009","sale_date_2009","total_2024","total_2023"
5524,110000,2013-05-17,NA,NA,186550,113330
5525,83000,1996-06-20,NA,NA,181020,107800
5526,150000,2003-03-25,NA,NA,187180,109620
5527,3e+05,2021-12-13,NA,NA,213640,118860
5528,63334,2025-04-16,NA,NA,184310,114310
5529,129800,2018-10-18,NA,NA,174510,111790
5530,0,2009-01-13,0,2009-01-13,197190,122990
5531,185000,2019-05-02,NA,NA,198520,122570
5532,265000,2021-10-21,NA,NA,224350,142030
5533,135000,2012-12-07,NA,NA,185570,113260
5534,195000,2018-11-19,NA,NA,183960,112560
5535,208000,2025-01-22,NA,NA,206640,124250
5536,114000,2001-06-29,NA,NA,205450,118860
5537,165000,2019-12-13,NA,NA,209020,125160
5538,215000,2020-12-02,NA,NA,225470,135520
5539,134000,2012-07-31,NA,NA,184100,114800
5540,120000,2002-02-01,NA,NA,199710,119630
5541,89000,2012-12-07,NA,NA,291620,170730
5542,0,2009-12-22,0,2009-12-22,207900,126700
5543,0,1987-12-31,NA,NA,203070,119280
5544,255000,2022-11-28,NA,NA,219100,125090
5545,0,1984-11-14,NA,NA,150360,90020
5546,260000,2021-11-19,NA,NA,210140,133980
5547,192000,2016-07-27,NA,NA,194320,117390
5548,194750,2022-06-27,NA,NA,185920,116200
5549,112500,1998-03-04,NA,NA,219100,141540
5550,90000,2020-05-28,NA,NA,140630,91350
5551,212000,2018-07-25,NA,NA,209440,128730
5552,350000,2024-05-31,NA,NA,234920,138250
5553,170000,2017-11-28,NA,NA,205380,125930
5554,230000,2008-11-05,NA,NA,231490,145880
5555,93000,2016-12-29,NA,NA,196000,118510
5556,255000,2024-12-16,NA,NA,196420,123550
5557,125000,2012-11-13,196600,2009-05-15,193480,116690
5558,140000,2013-11-08,NA,NA,177450,108500
5559,95000,1996-02-29,NA,NA,228690,142660
5560,128000,1998-06-18,NA,NA,223440,140700
5561,346000,2024-05-21,NA,NA,218050,131110
5562,270000,2008-08-01,NA,NA,234570,150570
5563,183000,2015-07-01,NA,NA,218540,135170
5564,160000,2011-11-14,NA,NA,202020,122080
5565,279000,2005-10-26,NA,NA,203490,121730
5566,185000,2012-06-28,NA,NA,229320,138250
5567,293000,2022-07-12,NA,NA,214130,129080
5568,225000,2020-11-10,NA,NA,227640,137410
5569,145000,1992-02-25,NA,NA,224420,134400
5570,0,1977-11-15,NA,NA,177800,108080
5571,320000,2021-12-13,NA,NA,306670,151690
5572,139900,2014-08-12,NA,NA,183400,111370
5573,113000,2001-08-07,NA,NA,174720,108850
5574,271000,2020-10-20,NA,NA,300370,201460
5575,92000,1996-10-16,NA,NA,169820,106750
5576,344000,2023-07-17,135500,2009-09-11,213010,129010
5577,121950,2014-05-14,NA,NA,180180,106190
5578,98500,2016-07-05,NA,NA,169540,103600
5579,111705,2012-02-27,NA,NA,176050,113960
5580,83000,1999-09-17,NA,NA,186480,110180
5581,90000,2015-01-20,NA,NA,252280,135450
5582,235000,2005-09-07,NA,NA,220080,136640
5583,0,2008-02-13,NA,NA,187460,113610
5584,96000,1994-09-16,NA,NA,192710,117320
5585,150000,2020-09-15,NA,NA,181440,110600
5586,314000,2019-11-13,NA,NA,320110,244650
5587,0,2020-08-20,NA,NA,189490,121380
5588,117900,2014-08-26,NA,NA,147840,88200
5589,165000,2004-10-19,NA,NA,172550,106750
5590,335000,2025-05-27,NA,NA,167650,104720
5591,138500,2000-09-01,NA,NA,225680,136010
5592,192000,2007-07-31,NA,NA,167650,105420
5593,158500,2014-04-30,NA,NA,188020,120260
5594,243000,2021-08-18,179000,2009-12-02,189420,107380
5595,140000,2003-10-01,NA,NA,160860,95410
5596,120000,1991-10-30,NA,NA,161980,112770
5597,0,2024-09-20,NA,NA,216160,126210
5598,180000,2020-01-28,NA,NA,174230,114310
5599,0,2024-03-28,NA,NA,221620,139860
5600,0,2014-04-09,NA,NA,187180,118230
5601,260000,2010-02-26,NA,NA,196000,135240
5602,85000,1994-07-01,NA,NA,157920,105350
5603,0,1941-05-27,NA,NA,826070,543900
5604,31000,2024-12-09,NA,NA,182980,103460
5605,155000,2004-06-29,NA,NA,145180,85540
5606,197000,2005-03-17,NA,NA,167580,109690
5607,167000,2021-12-03,NA,NA,130410,82670
5608,110000,2000-06-21,NA,NA,177870,117530
5609,169000,2013-08-30,NA,NA,205940,140000
5610,120222,2015-12-31,NA,NA,198100,119980
5611,144100,2017-07-03,NA,NA,166180,105630
5612,250000,2024-10-30,NA,NA,159180,107590
5613,165000,2010-03-12,NA,NA,165690,108290
5614,0,1977-03-28,NA,NA,200690,135730
5615,178000,2017-08-02,NA,NA,166250,107660
5616,230000,2007-07-03,NA,NA,170520,114520
5617,114000,1994-07-18,NA,NA,202020,119700
5618,70000,1995-06-16,NA,NA,154420,104580
5619,155000,2014-10-28,NA,NA,212450,137200
5620,199000,2005-08-09,NA,NA,176190,114240
5621,235000,2021-05-28,NA,NA,187880,121520
5622,147500,2002-05-01,NA,NA,169400,111020
5623,150000,2017-06-27,NA,NA,166320,107100
5624,170000,2019-11-14,NA,NA,176820,113120
5625,197700,2019-03-01,NA,NA,196840,129850
5626,120900,1999-12-01,NA,NA,194110,120750
5627,254900,2006-02-22,NA,NA,189280,115360
5628,265000,2021-10-08,NA,NA,177100,119840
5629,266000,2025-01-09,NA,NA,178220,115780
5630,1,2012-01-25,NA,NA,226170,173460
5631,37475,2002-09-04,NA,NA,38080,26950
5632,37475,2002-09-04,NA,NA,176680,119980
5633,37475,2002-09-04,NA,NA,36330,25690
5634,350000,2023-03-29,NA,NA,232400,153930
5635,335000,2023-02-17,NA,NA,226940,133980
5636,123000,2018-06-12,NA,NA,167580,111580
5637,339900,2019-04-12,NA,NA,300790,226800
5638,179900,2016-05-27,NA,NA,206290,135730
5639,348000,2025-03-10,NA,NA,167090,108570
5640,0,2025-03-10,NA,NA,12880,11200
5641,137000,2013-01-14,NA,NA,166040,107450
5642,280000,2022-06-16,NA,NA,220780,123270
5643,0,2004-12-14,NA,NA,227990,142800
5644,0,2004-09-10,NA,NA,245070,157920
5645,153000,2009-11-19,153000,2009-11-19,187110,123340
5646,0,2011-09-07,NA,NA,202930,123900
5647,111100,2020-03-30,NA,NA,188090,116830
5648,0,2004-01-21,NA,NA,211610,127330
5649,204000,2004-10-13,NA,NA,198030,121520
5650,205640,2016-08-24,NA,NA,245700,157430
5651,0,2004-02-23,NA,NA,233100,147350
5653,0,2012-07-02,NA,NA,215600,127330
5654,0,1972-09-05,NA,NA,222950,134330
5655,85000,2015-12-22,NA,NA,175980,111930
5656,0,2015-08-31,NA,NA,239330,147420
5657,142000,1990-04-24,NA,NA,205520,130760
5658,0,1969-01-29,NA,NA,53550,29680
5659,0,1996-04-12,NA,NA,168070,108430
5660,161000,2017-11-27,NA,NA,207200,120260
5661,0,2007-04-18,NA,NA,201460,123550
5662,0,1992-06-23,NA,NA,187390,115500
5663,275000,2024-03-08,NA,NA,204330,132230
5664,2e+05,2021-03-04,2e+05,2009-07-20,194040,119840
5665,219900,2005-09-19,NA,NA,206780,122850
5666,196900,2017-08-01,2e+05,2009-12-18,199150,119350
5667,135000,1992-09-10,NA,NA,227430,133140
5668,230000,2023-03-02,NA,NA,190750,116130
5669,135000,2002-05-20,NA,NA,178220,110040
5670,175000,2008-08-28,NA,NA,221900,134750
5671,0,1959-12-04,NA,NA,210,210
5672,79000,1995-11-01,NA,NA,130970,81830
5673,245000,2021-09-20,NA,NA,169050,110950
5674,120000,1999-03-01,NA,NA,259350,181580
5675,304900,2019-11-26,NA,NA,316610,211330
5676,3e+05,2021-03-03,NA,NA,299740,186270
5677,245000,2020-01-30,NA,NA,304710,190050
5678,164000,2014-08-29,NA,NA,286860,167020
5679,241000,2021-07-12,NA,NA,301840,188020
5680,147000,1992-03-23,NA,NA,311290,194180
5681,235000,2009-03-16,235000,2009-03-16,304220,189210
5682,142000,1997-04-23,NA,NA,333900,208110
5683,117000,2011-11-23,NA,NA,192780,121310
5684,273900,2023-11-06,NA,NA,175490,110390
5685,247000,2023-04-03,NA,NA,191380,118720
5686,150000,2018-06-04,NA,NA,177380,111860
5687,210000,2022-09-16,NA,NA,171360,96880
5688,0,2020-09-23,NA,NA,265020,153860
5689,335000,2022-10-03,NA,NA,269220,148890
5690,110000,1995-06-21,NA,NA,258440,153510
5691,189500,2016-06-16,NA,NA,245560,146510
5693,42500,2022-05-16,NA,NA,192920,123130
5694,255000,2021-08-24,NA,NA,199710,133420
5695,240000,2022-05-25,NA,NA,191100,126560
5696,0,2001-10-31,NA,NA,196490,126700
5697,97000,1991-12-04,NA,NA,163240,107310
5698,60000,1998-04-30,NA,NA,96740,69930
5699,0,1990-10-16,NA,NA,96740,69930
5700,123000,2020-10-21,NA,NA,102970,77840
5701,70000,1990-12-06,NA,NA,98000,71750
5702,95000,2018-11-27,NA,NA,96740,69930
5703,77500,2002-04-24,NA,NA,98000,71750
5704,165000,2025-04-08,NA,NA,98000,71750
5705,0,1988-03-18,NA,NA,98000,71750
5706,146000,2022-04-04,NA,NA,98000,71750
5707,120000,2021-01-06,NA,NA,98000,71750
5708,0,1988-03-18,NA,NA,98000,71750
5709,0,1988-03-18,NA,NA,98070,71750
5710,132500,2003-10-23,NA,NA,176190,111090
5711,180000,1997-07-25,NA,NA,248920,194740
5712,61250,2000-01-18,NA,NA,217350,130760
5713,249000,2004-06-18,NA,NA,269080,160790
5714,185000,2012-10-10,NA,NA,218680,131740
5715,0,1976-07-07,NA,NA,339780,211400
5716,134000,2000-05-03,NA,NA,322000,200690
5717,103000,2002-07-02,NA,NA,219310,146160
5718,150000,2021-10-18,NA,NA,196560,134540
5719,169000,2010-06-07,NA,NA,192990,128310
5720,0,1999-09-29,NA,NA,266000,157290
5721,4e+05,2024-01-17,NA,NA,277900,161700
5722,408000,2021-10-18,NA,NA,319270,199080
5723,1,2015-04-06,NA,NA,192220,120960
5724,0,2020-02-18,NA,NA,182350,114520
5725,284000,2023-08-10,NA,NA,184800,119350
5726,209000,2004-07-12,NA,NA,179270,113680
5727,0,2018-07-26,NA,NA,190960,119630
5728,255000,2020-08-31,NA,NA,219520,148540
5729,275000,2023-03-24,NA,NA,177310,112280
5730,149000,2017-10-31,NA,NA,206290,126210
5731,229000,2007-06-26,NA,NA,264320,144690
5732,192500,2003-11-18,NA,NA,206360,125720
5733,0,2024-07-15,NA,NA,199080,117950
5734,0,1983-12-02,NA,NA,215740,133700
5735,199000,2003-05-15,NA,NA,196210,122640
5736,139050,2016-08-25,NA,NA,187390,115080
5737,330000,2024-11-14,NA,NA,206570,118090
5738,166000,2014-03-31,NA,NA,180460,113610
5739,167500,2018-05-17,NA,NA,202930,124740
5740,84500,1999-05-17,NA,NA,177520,109690
5741,315000,2024-02-22,NA,NA,228480,142590
5742,245000,2022-02-23,NA,NA,200200,125300
5743,163500,2004-08-18,NA,NA,209580,102690
5744,340000,2022-11-07,NA,NA,278740,175630
5745,127000,1994-09-15,NA,NA,217490,132230
5746,185000,2019-08-28,NA,NA,180670,117880
5747,140000,2013-04-24,NA,NA,180320,112910
5748,216000,2023-04-10,NA,NA,186900,123900
5749,80000,2012-03-01,NA,NA,198800,128590
5750,0,2022-05-26,NA,NA,194110,106750
5751,230000,2004-09-01,NA,NA,222670,137270
5752,80000,2017-12-08,NA,NA,171570,108920
5753,114000,2001-08-10,NA,NA,177590,114520
5754,172000,2017-09-05,NA,NA,170310,113330
5755,0,1987-06-01,NA,NA,182490,116830
5756,70000,2017-10-17,NA,NA,173600,109970
5757,230000,2021-11-18,NA,NA,168140,103670
5758,156750,2015-05-18,NA,NA,179900,112490
5759,79900,1994-10-31,NA,NA,181720,116970
5760,99900,2016-02-16,NA,NA,166460,109200
5761,107000,1993-11-02,NA,NA,174230,112280
5762,216900,2005-05-31,NA,NA,179270,114660
5763,180000,2018-12-07,NA,NA,193550,133000
5764,170000,2018-02-06,NA,NA,242340,151340
5765,240000,2007-05-17,NA,NA,188020,127750
5766,230000,2022-04-27,NA,NA,171150,113680
5767,82000,1993-09-27,NA,NA,200690,115710
5768,160000,2023-03-13,NA,NA,180530,118090
5769,350000,2023-06-16,NA,NA,330680,205870
5770,0,2024-03-20,NA,NA,264950,157220
5771,230000,2022-01-18,NA,NA,200760,129290
5772,0,1981-06-04,NA,NA,192430,129220
5773,325000,2021-05-24,NA,NA,298550,187040
5774,2e+05,2022-06-14,NA,NA,192430,112140
5775,0,1989-01-17,NA,NA,174860,110670
5776,184900,2014-08-04,NA,NA,186060,130480
5777,0,2019-05-07,NA,NA,186060,111370
5778,189900,2020-08-21,NA,NA,190540,122500
5779,0,2020-09-17,NA,NA,301630,192500
5780,330000,2006-07-05,NA,NA,310170,199850
5781,0,2001-01-08,NA,NA,140210,93660
5782,285000,2023-01-13,NA,NA,203700,114730
5783,130000,2018-11-09,NA,NA,183610,116550
5784,175000,2022-04-20,NA,NA,167720,106050
5785,80000,2012-03-01,NA,NA,42140,27160
5786,149900,2015-03-26,NA,NA,220220,145390
5787,190670,2018-06-19,NA,NA,167160,107030
5788,179000,2005-04-29,NA,NA,164500,109130
5789,175000,2020-10-22,NA,NA,179970,116060
5790,159000,2017-03-16,NA,NA,186830,115080
5791,156700,2018-01-26,NA,NA,210420,146090
5792,90000,1997-10-16,NA,NA,183750,114310
5793,190000,2013-06-25,NA,NA,212520,146510
5794,0,2000-09-20,NA,NA,3780,3780
5795,0,2014-04-17,NA,NA,183680,120890
5796,0,2025-01-22,NA,NA,174160,106680
5797,138000,2013-08-26,NA,NA,167650,107730
5798,183000,2007-12-07,NA,NA,156240,99680
5799,170000,2013-07-16,NA,NA,190050,120470
5800,0,1996-01-25,NA,NA,166040,111300
5801,40000,2000-10-10,NA,NA,190400,122640
5802,150000,2015-10-08,NA,NA,166250,107240
5803,192000,2011-04-15,NA,NA,195440,123550
5804,0,2003-10-31,NA,NA,255080,168210
5805,249900,2005-05-04,NA,NA,244020,165200
5806,229000,2005-06-30,NA,NA,175980,109970
5807,182900,2018-02-08,NA,NA,184520,125440
5808,230000,2005-07-29,NA,NA,193130,129220
5809,247750,2006-09-26,NA,NA,189000,118230
5810,169000,2003-07-01,NA,NA,171290,109340
5811,105000,2013-06-04,NA,NA,169890,108080
5812,318000,2025-03-04,NA,NA,160510,105070
5813,130000,2011-08-24,NA,NA,152460,103390
5814,275000,2024-12-02,NA,NA,187460,119980
5815,150000,2014-08-01,NA,NA,188790,115570
5816,165000,2018-11-26,NA,NA,212800,151410
5817,245000,2021-06-04,205000,2009-08-31,170030,105910
5818,165000,2016-04-19,NA,NA,175000,105980
5819,245000,2008-01-16,NA,NA,198100,133210
5820,0,1991-03-19,NA,NA,210070,136990
5821,79000,1997-01-22,NA,NA,164850,102480
5822,249000,2006-12-27,NA,NA,179340,123970
5823,244000,2020-07-30,NA,NA,216510,172060
5824,74500,1997-04-01,NA,NA,172060,106190
5825,75000,1999-12-10,NA,NA,155400,100380
5826,163000,2020-08-20,NA,NA,164360,106050
5827,220000,2023-04-10,NA,NA,161770,103880
5828,1,2011-11-21,NA,NA,162750,104650
5829,121000,2012-05-24,NA,NA,162260,104300
5830,149900,2018-08-23,NA,NA,162260,104160
5831,170000,2011-07-28,NA,NA,178920,112910
5832,0,2005-09-16,NA,NA,204400,133840
5833,135000,2002-06-06,NA,NA,173040,110320
5834,0,2011-06-14,NA,NA,169750,111930
5835,169538,2007-08-02,NA,NA,160300,103250
5836,70000,1997-07-23,NA,NA,166180,109900
5837,127000,1990-10-22,NA,NA,170660,109690
5838,220000,2024-02-27,NA,NA,175770,117040
5839,0,1979-08-16,NA,NA,162890,106820
5840,189500,2021-03-17,NA,NA,161070,103880
5841,119500,1999-11-23,NA,NA,193410,129150
5842,22500,1993-04-30,NA,NA,182770,123200
5843,130000,2001-10-31,NA,NA,180810,119070
5844,124000,2017-10-26,NA,NA,162260,103110
5845,145000,2019-11-15,NA,NA,168350,107730
5846,180000,2009-08-10,180000,2009-08-10,183120,119980
5847,165000,2003-10-17,NA,NA,183960,111790
5848,215000,2017-03-27,NA,NA,271950,165760
5849,315000,2022-04-05,NA,NA,210560,130340
5850,182000,2018-03-06,NA,NA,189980,115290
5851,206200,2019-08-16,NA,NA,216720,140350
5852,170000,2019-04-18,NA,NA,187950,117740
5853,185000,2017-07-20,NA,NA,190610,112490
5854,0,2021-11-05,NA,NA,178360,110250
5855,160000,2015-11-27,NA,NA,205030,134750
5856,328000,2022-05-09,NA,NA,243390,152250
5857,124900,2015-02-02,NA,NA,203490,125930
5858,1e+05,2017-08-04,NA,NA,196770,122220
5859,0,1968-11-04,NA,NA,4270,2380
5860,75000,1998-01-30,NA,NA,178780,111230
5861,269000,2021-10-18,NA,NA,207760,127470
5862,310000,2022-10-14,NA,NA,223020,107870
5863,261000,2022-08-17,NA,NA,193340,121730
5864,90000,1997-06-16,NA,NA,189350,117880
5865,320000,2024-05-31,NA,NA,213080,115360
5866,212500,2021-06-25,NA,NA,191940,118860
5867,1,2019-01-23,NA,NA,193690,117320
5868,155000,2015-06-26,NA,NA,199430,124950
5869,285000,2021-09-20,NA,NA,200340,121030
5870,111500,2000-04-03,NA,NA,188650,114800
5871,266000,2025-07-21,NA,NA,164920,107520
5872,112567,2019-12-26,NA,NA,181090,117530
5873,172500,2019-10-28,NA,NA,182280,111440
5874,175000,2018-12-11,NA,NA,176540,106400
5875,167000,2018-07-18,NA,NA,169680,106050
5876,150000,2009-01-14,150000,2009-01-14,206710,126350
5877,0,1987-09-25,NA,NA,182350,112980
5878,210000,2023-06-22,NA,NA,191240,116200
5879,0,2021-12-13,NA,NA,182420,107660
5880,0,2000-09-20,NA,NA,2380,1960
5881,0,2000-09-20,NA,NA,350,350
5882,275000,2008-02-01,NA,NA,210210,136080
5883,192500,2016-07-29,NA,NA,210140,135380
5884,12181956,2017-03-17,NA,NA,206850,133280
5885,190000,2008-12-31,NA,NA,210350,134120
5886,185000,2017-04-21,NA,NA,206290,129150
5887,291000,2007-07-03,NA,NA,225820,139930
5888,149900,1990-08-10,NA,NA,219870,136430
5889,164000,1989-12-15,NA,NA,209510,134890
5890,257000,2009-04-22,257000,2009-04-22,212870,137760
5891,131200,1999-06-17,NA,NA,202650,132230
5892,242000,2020-11-17,NA,NA,213850,141330
5894,160000,2015-08-25,NA,NA,196630,129570
5895,244900,2005-11-15,NA,NA,194320,128100
5896,360000,2024-10-30,NA,NA,248080,125020
5897,154000,2013-01-07,NA,NA,197610,126490
5898,225000,2022-08-29,NA,NA,280280,162260
5899,175000,2014-12-01,NA,NA,210700,136710
5900,0,1973-01-29,NA,NA,192710,121450
5901,97500,1996-09-27,NA,NA,212380,129640
5902,195000,2019-11-07,NA,NA,209370,129430
5903,246000,2006-08-29,NA,NA,202860,122010
5904,320000,2024-07-02,NA,NA,183960,114730
5905,167339,2011-08-31,NA,NA,176680,109760
5906,142000,1989-11-01,NA,NA,226100,143710
5907,127000,1992-11-09,NA,NA,203700,132020
5908,220000,2021-09-13,NA,NA,204960,128450
5909,171000,2002-07-19,NA,NA,210000,125930
5910,89000,1999-12-01,NA,NA,185150,114380
5911,173500,2003-10-17,NA,NA,178640,109690
5912,199000,2017-02-17,NA,NA,207550,142730
5913,290000,2023-03-28,NA,NA,210910,123550
5914,124500,1997-08-04,NA,NA,214480,144060
5915,150000,2002-06-25,NA,NA,207270,131670
5916,105000,2018-10-15,NA,NA,194810,112210
5917,0,1992-11-04,NA,NA,198170,122080
5918,215000,2007-06-27,NA,NA,173320,107100
5919,0,1991-08-01,NA,NA,204890,128590
5920,180000,2018-05-29,195000,2009-11-06,184590,114240
5921,295000,2022-08-23,NA,NA,193060,111720
5922,169000,2016-08-03,NA,NA,177870,109830
5923,114900,2000-02-28,NA,NA,198310,125440
5924,70000,2018-04-23,NA,NA,174440,107520
5925,168900,2017-05-24,NA,NA,214130,136150
5926,305000,2025-05-12,NA,NA,175770,107520
5927,146000,2002-05-31,NA,NA,184590,110180
5928,177900,2011-08-31,NA,NA,203700,134610
5929,172000,2016-06-16,NA,NA,189980,121310
5930,279000,2020-08-28,NA,NA,214270,195020
5931,235000,2021-11-01,NA,NA,199780,130620
5932,249900,2019-07-01,NA,NA,264250,173180
5933,240000,2019-11-12,NA,NA,227570,139510
5934,0,1993-05-21,NA,NA,211540,135800
5935,108500,1996-04-19,NA,NA,214270,138390
5936,57500,2000-06-23,NA,NA,196770,124110
5937,114500,1995-08-15,NA,NA,204190,130620
5938,235000,2005-10-07,NA,NA,196980,124950
5939,112000,1994-09-01,NA,NA,198660,124250
5940,0,2021-10-04,NA,NA,198450,122710
5941,330000,2024-11-19,NA,NA,194810,116970
5942,201000,2017-08-17,NA,NA,178290,112840
5943,305500,2024-07-01,NA,NA,186760,116970
5944,207000,2005-05-27,NA,NA,190190,123550
5945,227000,2021-03-19,205000,2009-03-27,182840,110040
5946,2e+05,2018-09-04,NA,NA,229880,146020
5947,1050000,2017-07-20,NA,NA,94710,86800
5948,1050000,2017-07-20,NA,NA,220920,166250
5949,1050000,2017-07-20,NA,NA,114730,109620
5950,1050000,2017-07-20,NA,NA,114170,109060
5951,1050000,2017-07-20,NA,NA,122570,117110
5952,1050000,2017-07-20,NA,NA,121800,116340
5953,1050000,2017-07-20,NA,NA,120120,114730
5954,164900,2012-06-27,NA,NA,188790,115780
5955,330000,2024-08-05,NA,NA,206220,108500
5956,0,2007-01-11,NA,NA,183190,116200
5957,215000,2019-11-15,NA,NA,227430,145250
5958,174000,2019-09-26,219000,2009-09-15,181300,116130
5959,0,1994-07-25,NA,NA,174230,109830
5960,290000,2022-06-06,NA,NA,200760,128380
5961,155520,2017-06-08,NA,NA,207550,128870
5962,137500,2020-07-07,NA,NA,195440,104930
5963,76500,1997-10-23,NA,NA,187740,118580
5964,143000,2011-12-09,NA,NA,206080,126070
5965,157000,2016-09-13,NA,NA,189210,121030
5966,91625,2022-01-05,NA,NA,211330,130970
5967,220000,2018-05-14,NA,NA,197120,122850
5968,157000,2011-06-16,NA,NA,191380,116060
5969,63000,1998-02-18,NA,NA,192640,120890
5970,211000,2019-05-28,NA,NA,200550,134400
5971,0,1983-05-12,NA,NA,185640,120540
5972,235000,2024-07-24,NA,NA,191660,118580
5973,149900,2002-04-11,NA,NA,242480,161910
5974,98000,2019-07-02,NA,NA,155610,100240
5975,270000,2023-12-28,NA,NA,214760,113960
5976,235000,2006-10-12,NA,NA,187040,120610
5977,230000,2007-07-30,NA,NA,201880,133420
5978,137500,2000-06-19,NA,NA,192780,120610
5979,150000,2016-10-24,NA,NA,200480,125930
5980,220000,2021-07-23,NA,NA,182000,116830
5981,285000,2023-12-15,NA,NA,195020,117670
5982,109000,1994-07-29,NA,NA,181650,111720
5983,0,1989-04-18,NA,NA,169820,105000
5984,0,2019-11-21,0,2009-03-18,229390,135030
5985,0,2021-06-24,NA,NA,456890,250950
5986,0,1976-11-30,NA,NA,203700,129570
5987,140500,2015-02-04,225000,2009-06-30,226030,143850
5988,245000,2021-01-22,NA,NA,191030,130970
5989,150000,2014-10-20,NA,NA,178500,116270
5990,82000,2014-11-10,NA,NA,196420,112700
5991,40000,2000-03-27,NA,NA,193760,112210
5992,1e+05,1993-11-08,NA,NA,169120,109060
5993,145000,2016-02-11,NA,NA,224700,117950
5994,125000,2012-11-16,NA,NA,176820,109340
5995,170000,2016-08-19,NA,NA,191800,113470
5996,0,2021-11-15,NA,NA,158830,107800
5997,270000,2021-09-09,NA,NA,226940,126980
5998,85000,2016-04-25,NA,NA,190750,107240
5999,230000,2022-12-16,NA,NA,179760,110740
6000,195900,2019-08-26,NA,NA,196210,122500
6001,82000,1999-12-16,NA,NA,187670,112630
6002,380000,2024-04-08,NA,NA,278320,135870
6003,160680,2017-06-27,NA,NA,196000,122780
6004,3e+05,2022-08-31,NA,NA,215530,123900
6005,130000,2020-08-31,NA,NA,197750,108850
6006,260000,2006-11-06,NA,NA,216720,147560
6007,185000,2005-12-13,NA,NA,168000,102970
6008,0,1983-03-14,NA,NA,184590,110740
6009,165000,2019-11-15,NA,NA,199990,123900
6010,3e+05,2025-02-11,NA,NA,206010,129360
6011,0,1984-09-26,NA,NA,4620,2590
6012,99000,1997-11-20,NA,NA,224070,139090
6013,1e+05,2018-10-29,NA,NA,180250,109340
6014,295000,2022-06-01,NA,NA,214550,119980
6015,368000,2024-05-22,NA,NA,236880,143430
6016,0,2015-10-05,NA,NA,148610,95480
6017,215000,2021-05-06,NA,NA,192010,115640
6018,125000,2002-01-31,NA,NA,183960,108570
6019,128500,2018-04-03,150000,2009-08-31,162750,94710
6020,149000,2002-11-27,NA,NA,174020,105980
6021,69000,1995-10-30,NA,NA,211330,127820
6022,229000,2021-09-14,NA,NA,206080,122010
6023,260000,2022-12-27,NA,NA,188440,102550
6024,195000,2006-07-31,NA,NA,171570,99680
6025,129000,2015-10-22,NA,NA,176960,103530
6026,1e+05,2000-05-01,NA,NA,165550,96810
6027,130000,2015-08-31,80000,2009-04-30,172200,98140
6028,0,2018-02-15,NA,NA,272370,183960
6029,0,2005-04-20,NA,NA,228690,150850
6030,121000,2011-12-01,NA,NA,172340,107100
6031,170000,2008-10-29,NA,NA,185920,114310
6032,82000,2017-01-31,NA,NA,203910,123270
6033,105000,1993-11-19,NA,NA,195860,124670
6034,94000,1998-05-29,NA,NA,179620,109690
6035,133000,2016-11-22,NA,NA,187250,112490
6036,290000,2025-05-01,NA,NA,198030,114940
6037,73000,1998-05-07,NA,NA,194600,115290
6038,146000,2003-05-06,NA,NA,166880,101010
6039,263000,2022-08-04,NA,NA,203000,121730
6040,180000,2018-07-02,NA,NA,184240,109760
6041,219900,2005-09-16,NA,NA,204260,126700
6042,0,1997-09-05,NA,NA,193830,109760
6043,255000,2022-01-18,NA,NA,204190,124320
6044,172000,2012-08-31,NA,NA,184520,114800
6045,201500,2016-11-14,NA,NA,209790,122990
6046,95000,2001-06-21,NA,NA,149870,90160
6047,82000,2000-10-27,NA,NA,150570,93590
6048,195000,2021-05-12,NA,NA,191030,117950
6049,154000,2004-06-01,NA,NA,158970,90720
6050,0,2019-04-25,0,2009-11-19,206220,127680
6051,75000,1995-03-20,NA,NA,254170,158480
6052,260000,2023-09-26,NA,NA,183610,113470
6053,210000,2020-12-03,NA,NA,190050,122010
6054,0,1965-05-27,NA,NA,191730,116410
6055,1,2015-12-08,NA,NA,191310,112000
6056,111000,2016-08-12,NA,NA,152040,91280
6057,123500,2011-11-07,NA,NA,199640,125790
6058,0,2009-04-16,0,2009-04-16,295750,178780
6059,181500,2008-07-31,NA,NA,195580,121030
6060,79000,1999-02-26,NA,NA,191870,115990
6061,282400,2024-05-21,NA,NA,204610,117250
6062,239000,2023-11-03,NA,NA,171920,107520
6063,99900,2002-04-15,NA,NA,186550,122570
6064,137000,2019-01-16,NA,NA,180040,102970
6065,285000,2024-04-26,NA,NA,198170,121800
6066,118900,1992-06-29,NA,NA,218050,139580
6067,163000,2005-12-21,NA,NA,167580,110810
6068,3e+05,2023-07-14,NA,NA,193410,122150
6069,157500,2012-10-05,NA,NA,188510,116340
6070,165000,2016-06-24,NA,NA,189630,107310
6071,177000,2004-07-16,NA,NA,179410,107380
6072,175000,2007-05-17,NA,NA,182840,113610
6073,80000,1994-05-13,NA,NA,185010,110110
6074,0,1978-03-07,NA,NA,186900,112770
6075,86000,2015-04-30,NA,NA,154700,94290
6076,293000,2024-04-22,NA,NA,181230,109620
6077,149000,2002-12-24,NA,NA,149380,90580
6078,270000,2021-09-02,NA,NA,191380,117320
6079,0,2014-03-26,NA,NA,169470,103250
6080,240000,2021-08-04,NA,NA,182280,112630
6081,120000,2018-02-13,NA,NA,168000,97160
6082,275000,2024-09-30,NA,NA,183820,110530
6083,107000,2020-06-02,NA,NA,195440,91420
