"pid","sale_price","sale_date","total_2024","total_2023","building_2024","building_2023","extra_2024","extra_2023","outb_2024","outb_2023","land_2024","land_2023"
11253,132500,1994-12-06,243110,177170,179760,134400,0,0,2380,0,60970,42770
11254,0,1984-05-15,239190,166950,173740,118650,0,2310,1120,910,64330,45080
11255,0,2014-04-25,237020,157150,172830,112210,0,0,0,0,64190,44940
11256,240000,2013-01-11,289730,175000,221200,129850,6860,1960,0,0,61670,43190
11257,264000,2005-05-06,268380,175560,203840,130340,2800,1960,560,420,61180,42840
11258,130000,1995-10-02,252280,171290,187950,126910,2800,1960,1610,420,59920,42000
11259,0,1988-10-04,270270,175700,206430,132160,5110,1960,0,420,58730,41160
11260,265000,2020-05-05,301210,178640,220500,126490,11060,1960,10920,9030,58730,41160
11261,401000,2024-12-16,279300,155050,215530,110670,3220,1960,0,0,60550,42420
11262,223000,2001-10-11,250740,161350,186760,116550,2800,1960,0,0,61180,42840
11263,1,2002-02-06,326760,224350,240100,167930,14420,4480,10080,8400,62160,43540
11264,345000,2024-02-02,245490,173040,178640,125860,2590,1960,1260,1120,63000,44100
11265,0,1983-05-09,282660,179900,215600,132440,6020,4480,1120,980,59920,42000
11266,285000,2017-11-28,261940,178990,199010,134400,2730,1960,0,420,60200,42210
11267,203000,1997-07-17,393190,292530,326900,247520,6090,2800,0,0,60200,42210
11268,330000,2019-04-23,320250,213220,257320,169190,3290,2240,0,0,59640,41790
11269,405000,2015-04-10,317380,239890,250530,191870,6580,6230,630,0,59640,41790
11270,324000,2015-10-05,307300,213640,244510,169610,3150,2240,0,0,59640,41790
11271,460000,2004-07-30,326900,235620,264320,191310,2940,2100,0,420,59640,41790
11272,435000,2007-07-05,304570,221060,237370,174300,2940,2170,630,0,63630,44590
11273,355000,2012-09-24,329000,226310,251860,173600,9170,5110,0,0,67970,47600
11274,0,2023-10-06,272230,188230,203560,139720,5530,4270,0,0,63140,44240
11275,0,2023-01-19,243180,148960,171640,104860,8540,0,0,0,63000,44100
11276,0,2025-03-10,267610,165620,201250,119210,2870,1960,0,0,63490,44450
11277,340000,2007-08-13,245420,160510,177310,112560,2590,1890,2520,1960,63000,44100
11278,0,1957-11-18,79030,59290,0,0,0,0,0,0,79030,59290
11279,325000,2019-08-30,390950,238420,331310,196210,0,0,0,420,59640,41790
11280,0,1989-12-22,303240,244580,233870,197470,5320,2170,700,560,63350,44380
11281,410000,2021-06-07,294560,210560,227150,163100,5950,4200,1540,1260,59920,42000
11282,78000,2000-04-19,334180,252700,265720,204610,3010,2240,0,0,65450,45850
11283,0,2016-01-15,285150,200240,197960,136500,2800,1960,18060,13300,66330,48480
11284,0,2014-01-10,257250,167300,186620,117320,3010,2170,0,420,67620,47390
11285,313000,2020-12-04,296310,188160,220640,136780,0,0,3850,0,71820,51380
11286,185000,2012-05-31,264320,172970,180250,110670,0,0,7280,5460,76790,56840
11287,342000,2005-04-14,333900,226730,259560,173530,6020,4690,6860,5460,61460,43050
11288,274000,2018-07-09,244650,167580,182840,124250,0,0,0,0,61810,43330
11289,145000,1999-09-02,213290,136640,158200,98070,0,0,0,0,55090,38570
11290,209000,2009-06-16,195720,122850,139020,83090,2590,1820,0,0,54110,37940
11291,239500,2015-06-09,231910,155610,170940,112630,5880,4410,0,0,55090,38570
11292,204000,2016-12-28,213850,119350,155610,78400,0,0,2590,1960,55650,38990
11293,0,2013-06-21,212940,141960,155190,101500,2660,1890,0,0,55090,38570
11294,195000,2008-07-31,202440,132300,143360,90790,2660,1890,1050,840,55370,38780
11295,196900,2019-06-10,199780,121870,142380,81620,2660,1890,0,0,54740,38360
11296,15000,1993-12-22,233660,155050,165970,106190,2800,1960,10780,8960,54110,37940
11297,0,2018-07-05,182490,118440,125790,78680,2590,1820,0,0,54110,37940
11298,76634,2005-08-18,207620,135590,152810,97090,0,0,700,560,54110,37940
11299,175000,2015-05-27,207340,138040,150570,98210,2660,1890,0,0,54110,37940
11300,155551,2010-03-08,266000,198520,210700,159600,0,0,1190,980,54110,37940
11301,205000,2007-03-14,176820,115780,122710,77210,0,0,0,630,54110,37940
11302,0,1977-11-01,203420,133350,149310,94990,0,0,0,420,54110,37940
11303,225000,2004-09-10,197680,127820,138180,86100,5390,3780,0,0,54110,37940
11304,108000,1998-03-02,202720,130690,148610,92750,0,0,0,0,54110,37940
11305,267000,2006-09-06,210770,135730,153230,95410,2800,1960,0,0,54740,38360
11306,280000,2006-10-23,209020,138390,151900,98350,2660,1890,0,0,54460,38150
11307,225000,2010-02-02,229040,158550,172200,118580,2380,1820,0,0,54460,38150
11308,185000,2018-01-09,192500,126980,136150,87150,2800,1960,0,350,53550,37520
11309,235000,2003-05-01,205730,143990,147490,103110,2590,1890,0,0,55650,38990
11310,0,1978-10-13,208950,132300,151130,91910,2660,1890,700,350,54460,38150
11311,1,2000-11-28,185220,116410,126070,74970,2590,1820,0,0,56560,39620
11312,213000,2001-10-31,232610,151830,177310,113050,0,0,840,630,54460,38150
11313,263000,2013-10-10,229740,162050,165690,116620,2660,2100,2100,1750,59290,41580
11314,158000,2019-08-01,219310,116480,158200,73570,0,0,910,700,60200,42210
11315,170000,2010-03-12,222320,157430,167860,118860,0,0,0,420,54460,38150
11316,218500,2015-04-24,212800,145880,149800,101640,2660,1890,700,560,59640,41790
11317,235000,2004-03-10,219730,143010,160790,101640,2660,1960,0,0,56280,39410
11318,427000,2025-04-24,242900,160370,182420,117950,5110,3640,0,0,55370,38780
11319,145000,2001-09-28,188510,122570,131810,82320,2590,1890,0,420,54110,37940
11320,0,2014-11-25,2170,1540,0,0,0,0,0,0,2170,1540
11321,210000,2018-12-10,201810,135100,142800,93380,0,0,0,350,59010,41370
11322,88000,1995-05-25,196980,126490,136150,83860,0,0,0,0,60830,42630
11323,173500,2014-11-25,199430,127750,139650,85820,2590,1820,0,0,57190,40110
11324,0,2020-03-30,284970,182140,210000,135240,14140,3990,0,280,60830,42630
11325,169000,2020-06-18,173040,113610,141470,86310,31570,27300,0,0,0,0
11326,227000,2004-06-01,176750,112910,157080,95830,19670,17080,0,0,0,0
11327,158000,2021-12-09,119140,65730,115640,63280,3500,2450,0,0,0,0
11328,2e+05,2024-12-27,117250,64750,113750,62300,3500,2450,0,0,0,0
11329,135000,2002-08-16,119840,66220,116550,63980,3290,2240,0,0,0,0
11330,119000,1992-12-16,160860,106470,127750,77910,33110,28560,0,0,0,0
11331,149900,2012-07-30,160790,106680,126910,77420,33880,29260,0,0,0,0
11332,190000,2021-07-27,167860,109690,139510,85120,28350,24570,0,0,0,0
11333,2e+05,2003-04-21,162400,107100,131040,79940,31360,27160,0,0,0,0
11334,180000,2021-08-20,160020,105980,126910,77420,33110,28560,0,0,0,0
11335,2e+05,2022-06-28,167580,115850,134540,85960,33040,29890,0,0,0,0
11336,225000,2023-10-05,158270,104580,126910,77420,31360,27160,0,0,0,0
11337,260000,2022-12-23,180320,116480,154770,94430,25550,22050,0,0,0,0
11338,235000,2023-12-28,158620,101290,137410,83020,21210,18270,0,0,0,0
11339,255000,2022-05-24,161350,107100,126910,77420,34440,29680,0,0,0,0
11340,95000,2001-06-12,120260,66360,116760,63910,3500,2450,0,0,0,0
11341,211000,2021-07-14,160020,105980,126910,77420,33110,28560,0,0,0,0
11342,197300,2021-07-13,176120,112280,157080,95830,19040,16450,0,0,0,0
11343,225000,2010-04-19,185150,120750,154770,94430,30380,26320,0,0,0,0
11344,120000,1993-08-27,160020,105980,126910,77420,33110,28560,0,0,0,0
11345,122000,1993-07-30,159600,105630,126910,77420,32690,28210,0,0,0,0
11346,145000,1989-10-17,155260,101780,126910,77420,28350,24360,0,0,0,0
11347,105000,2019-02-13,126910,70280,122710,67340,4200,2940,0,0,0,0
11348,160000,2023-02-24,127120,70560,122710,67340,4410,3220,0,0,0,0
11349,220000,2024-09-04,126210,69790,122710,67340,3500,2450,0,0,0,0
11350,90000,2017-07-10,126210,69790,122710,67340,3500,2450,0,0,0,0
11351,138000,2020-10-28,149100,82460,144130,78820,4970,3640,0,0,0,0
11352,135000,1990-10-31,159880,105630,128100,78120,31780,27510,0,0,0,0
11353,149900,2018-02-02,171710,112560,141470,86310,30240,26250,0,0,0,0
11354,162500,2020-06-05,162610,107870,130970,79870,31640,28000,0,0,0,0
11355,0,1985-09-24,117250,64750,113750,62300,3500,2450,0,0,0,0
11356,112000,2016-06-06,119140,65730,115640,63280,3500,2450,0,0,0,0
11357,70000,1995-02-16,126210,69790,122710,67340,3500,2450,0,0,0,0
11358,112000,1994-03-24,176890,112700,157850,96250,19040,16450,0,0,0,0
11359,110000,1998-05-05,158690,104930,126910,77420,31780,27510,0,0,0,0
11360,0,1988-07-29,128100,71330,122710,67340,5390,3990,0,0,0,0
11361,2e+05,2021-07-20,158690,104930,126910,77420,31780,27510,0,0,0,0
11362,205000,2021-04-26,177450,113400,157080,95830,20370,17570,0,0,0,0
11363,255000,2022-09-22,176120,112280,157080,95830,19040,16450,0,0,0,0
11364,69000,1997-07-01,126210,69790,122710,67340,3500,2450,0,0,0,0
11365,209900,2023-09-01,179620,117950,146510,89390,33110,28560,0,0,0,0
11366,202500,2023-06-13,159320,105280,127540,77770,31780,27510,0,0,0,0
11367,145000,2013-01-14,158270,104580,126910,77420,31360,27160,0,0,0,0
11368,290000,2024-12-02,181440,115710,161840,98700,19600,17010,0,0,0,0
11369,144900,2004-01-06,127400,70770,122710,67340,4690,3430,0,0,0,0
11370,290000,2023-04-06,173040,113610,141470,86310,31570,27300,0,0,0,0
11371,122500,2018-07-03,185990,121940,152670,93100,33320,28840,0,0,0,0
11372,128000,2000-07-03,160090,106050,126910,77420,33180,28630,0,0,0,0
11373,109000,1999-10-05,171850,104370,140700,77420,31150,26950,0,0,0,0
11374,145000,1989-11-30,176120,112280,157080,95830,19040,16450,0,0,0,0
11375,0,1988-11-30,151620,97650,131110,80010,20510,17640,0,0,0,0
11376,8000,2001-07-11,173810,114310,141470,86310,32340,28000,0,0,0,0
11377,180000,2023-06-05,128030,71470,122710,67340,5320,4130,0,0,0,0
11378,175000,2006-08-10,127890,71400,122710,67340,5180,4060,0,0,0,0
11379,167000,2019-08-30,163800,110530,141470,90370,22330,20160,0,0,0,0
11380,0,1998-12-17,163170,108710,126910,77420,36260,31290,0,0,0,0
11381,211000,2021-07-15,185360,120470,156240,95270,29120,25200,0,0,0,0
11382,0,2024-12-05,124530,68810,121030,66360,3500,2450,0,0,0,0
11383,136000,2001-02-08,160020,105980,126910,77420,33110,28560,0,0,0,0
11384,0,2024-04-05,156660,103670,124880,76160,31780,27510,0,0,0,0
11385,187000,2021-08-16,144620,96320,112840,68810,31780,27510,0,0,0,0
11386,289900,2025-01-09,160020,105980,126910,77420,33110,28560,0,0,0,0
11387,160000,2022-04-19,126210,69790,122710,67340,3500,2450,0,0,0,0
11388,179000,2016-09-16,156660,100660,136150,83020,20510,17640,0,0,0,0
11389,145000,2019-09-27,151830,97790,131320,80150,20510,17640,0,0,0,0
11390,234900,2008-07-15,157710,101500,136150,83020,21560,18480,0,0,0,0
11391,185000,2014-12-09,172970,113680,141470,86310,31500,27370,0,0,0,0
11392,310000,2023-09-26,187460,112910,166600,95830,20860,17080,0,0,0,0
11393,235000,2023-11-15,157150,103670,126910,77420,30240,26250,0,0,0,0
11394,116000,1999-09-22,161000,105630,131320,80080,29680,25550,0,0,0,0
11395,198000,2015-06-30,186550,122010,157080,95830,29470,26180,0,0,0,0
11396,0,2008-11-21,158970,105560,125160,76370,33810,29190,0,0,0,0
11397,80000,2017-09-18,160650,106540,126910,77420,33740,29120,0,0,0,0
11398,90000,2016-07-06,126210,69790,122710,67340,3500,2450,0,0,0,0
11399,78000,1999-02-01,126210,69790,122710,67340,3500,2450,0,0,0,0
11400,163500,2012-10-03,185710,121240,154770,94430,30940,26810,0,0,0,0
11401,254000,2007-11-29,178500,114310,157080,95830,21420,18480,0,0,0,0
11402,185000,2007-04-16,126210,69790,122710,67340,3500,2450,0,0,0,0
11403,92000,1992-12-23,146370,93520,130480,79590,15890,13930,0,0,0,0
11404,270000,2023-08-22,174090,100660,144340,83020,29750,17640,0,0,0,0
11405,87000,1996-09-10,153230,99120,130480,79590,22750,19530,0,0,0,0
11406,0,1989-05-17,119140,65730,115640,63280,3500,2450,0,0,0,0
11407,210000,2021-08-03,185500,121030,157080,95830,28420,25200,0,0,0,0
11408,0,1987-03-13,126210,69790,122710,67340,3500,2450,0,0,0,0
11409,1e+05,2013-04-16,126210,69790,122710,67340,3500,2450,0,0,0,0
11410,250000,2024-05-23,164500,112700,142030,82040,22470,30660,0,0,0,0
11411,115000,1996-01-16,183890,132650,161840,103530,22050,29120,0,0,0,0
11412,84061,2014-10-01,126210,69790,122710,67340,3500,2450,0,0,0,0
11413,102500,2019-06-27,139370,76860,135870,74410,3500,2450,0,0,0,0
11414,245000,2005-06-27,176120,112280,157080,95830,19040,16450,0,0,0,0
11415,176000,2022-04-08,171710,112560,141470,86310,30240,26250,0,0,0,0
11416,175000,2021-07-27,157430,102760,126910,77420,30520,25340,0,0,0,0
11417,210000,2021-01-28,187740,122360,157080,95830,30660,26530,0,0,0,0
11418,3e+05,2023-07-27,182910,104930,146230,77420,36680,27510,0,0,0,0
11419,143000,2021-04-07,127470,70910,122710,67340,4760,3570,0,0,0,0
11420,174900,2021-02-18,176120,112280,157080,95830,19040,16450,0,0,0,0
11421,202000,2021-07-30,159880,105630,128100,78120,31780,27510,0,0,0,0
11422,165000,2004-10-01,139370,76860,135870,74410,3500,2450,0,0,0,0
11423,210000,2024-01-04,134190,70560,129570,67340,4620,3220,0,0,0,0
11424,165608,2017-10-11,158900,105210,126910,77420,31990,27790,0,0,0,0
11425,173500,2019-07-23,176890,121310,157850,96250,19040,25060,0,0,0,0
11426,175000,2018-07-25,158690,104930,126910,77420,31780,27510,0,0,0,0
11427,119000,1999-06-22,177870,113750,157080,95830,20790,17920,0,0,0,0
11428,125000,2003-10-14,117810,66010,114310,63560,3500,2450,0,0,0,0
11429,190000,2007-08-13,139370,76860,135870,74410,3500,2450,0,0,0,0
11430,228000,2021-08-06,187530,122220,157080,95830,30450,26390,0,0,0,0
11431,190000,2023-12-01,137480,81970,133630,79100,3850,2870,0,0,0,0
11432,185000,2023-08-31,132580,69790,128940,67340,3640,2450,0,0,0,0
11433,2e+05,2016-06-29,176540,116480,142100,86730,34440,29750,0,0,0,0
11434,150000,2021-06-22,126210,69790,122710,67340,3500,2450,0,0,0,0
11435,154500,2019-11-21,154840,102620,121590,74200,33250,28420,0,0,0,0
11436,162500,2019-08-09,162820,107590,130130,79380,32690,28210,0,0,0,0
11437,162000,2022-11-03,127400,70770,122710,67340,4690,3430,0,0,0,0
11438,202500,2002-07-02,173810,110880,154770,94430,19040,16450,0,0,0,0
11439,152500,2019-04-29,160720,108290,139580,89250,21140,19040,0,0,0,0
11440,225000,2024-09-03,127120,70560,122710,67340,4410,3220,0,0,0,0
11441,102100,2017-11-20,126210,69790,122710,67340,3500,2450,0,0,0,0
11442,150000,2002-05-01,179130,114800,157080,95830,22050,18970,0,0,0,0
11443,225000,2024-02-06,149940,69790,145880,67340,4060,2450,0,0,0,0
11444,115000,1994-10-04,177590,120890,158550,95830,19040,25060,0,0,0,0
11445,150000,2012-05-01,177030,116970,141470,86310,35560,30660,0,0,0,0
11446,152500,2021-11-19,128590,71820,122710,67340,5880,4480,0,0,0,0
11447,132000,2022-06-28,117250,64750,113750,62300,3500,2450,0,0,0,0
11448,182000,2016-12-20,160020,105980,126910,77420,33110,28560,0,0,0,0
11449,91500,2000-10-02,126210,69790,122710,67340,3500,2450,0,0,0,0
11450,275000,2005-12-14,184870,119910,157080,95830,27790,24080,0,0,0,0
11451,265000,2003-12-17,230580,157010,173460,116550,2660,1960,0,350,54460,38150
11452,0,2003-11-12,236110,143430,181020,104860,0,0,0,0,55090,38570
11453,131300,2019-03-26,122080,79590,113330,72380,8750,7210,0,0,0,0
11454,94000,2001-07-03,122640,80010,113330,72380,9310,7630,0,0,0,0
11455,148000,2021-08-23,122080,79590,113330,72380,8750,7210,0,0,0,0
11456,76000,1998-08-26,122080,79590,113330,72380,8750,7210,0,0,0,0
11457,0,1989-05-31,122640,80010,113330,72380,9310,7630,0,0,0,0
11458,114000,2019-09-24,125160,80150,123970,79170,1190,980,0,0,0,0
11459,46000,2014-01-17,125370,80360,123970,79170,1400,1190,0,0,0,0
11460,178500,2024-01-02,132510,77840,132020,77350,490,490,0,0,0,0
11461,46000,2000-06-28,122920,78680,122360,78120,560,560,0,0,0,0
11462,177000,2008-10-03,120400,77490,116760,74550,3640,2940,0,0,0,0
11463,170429,2005-10-11,120820,77840,116760,74550,4060,3290,0,0,0,0
11464,175000,2023-05-24,123900,77840,119770,74550,4130,3290,0,0,0,0
11465,60000,2013-01-16,120470,77560,116760,74550,3710,3010,0,0,0,0
11466,0,2016-02-02,72170,42210,72170,42210,0,0,0,0,0,0
11467,92000,2022-02-07,72170,42210,72170,42210,0,0,0,0,0,0
11468,168000,2007-03-21,120260,77350,116760,74550,3500,2800,0,0,0,0
11469,45000,1995-08-29,121590,78400,117320,74900,4270,3500,0,0,0,0
11470,89900,2001-08-17,121030,78050,116760,74550,4270,3500,0,0,0,0
11471,118500,2018-08-03,121030,78050,116760,74550,4270,3500,0,0,0,0
11472,103500,2017-02-01,120960,77910,116760,74550,4200,3360,0,0,0,0
11473,192000,2009-01-26,137760,82250,133490,78750,4270,3500,0,0,0,0
11474,51000,2017-07-07,72170,42210,72170,42210,0,0,0,0,0,0
11475,101000,2022-04-14,72170,42210,72170,42210,0,0,0,0,0,0
11476,67000,2019-07-30,78680,45990,78680,45990,0,0,0,0,0,0
11477,80000,1991-10-07,122080,79590,113330,72380,8750,7210,0,0,0,0
11478,134000,2019-12-09,122080,79590,113330,72380,8750,7210,0,0,0,0
11479,123500,2018-11-07,123620,80640,114380,73010,9240,7630,0,0,0,0
11480,0,2023-02-10,120960,78960,111720,71330,9240,7630,0,0,0,0
11481,125000,2021-04-21,151550,98630,141470,90300,10080,8330,0,0,0,0
11482,0,2005-09-16,122570,80010,113330,72380,9240,7630,0,0,0,0
11483,107500,1990-10-16,122080,79590,113330,72380,8750,7210,0,0,0,0
11484,170000,2009-12-24,122080,79590,113330,72380,8750,7210,0,0,0,0
11485,144500,2021-01-11,133070,93660,123550,85190,9520,8470,0,0,0,0
11486,0,1997-01-23,152740,99820,143500,91630,9240,8190,0,0,0,0
11487,56000,1994-03-30,121030,78050,116760,74550,4270,3500,0,0,0,0
11488,135000,2011-06-23,121730,78680,116760,74550,4970,4130,0,0,0,0
11489,182000,2023-06-29,121730,78680,116760,74550,4970,4130,0,0,0,0
11490,172000,2022-08-03,121310,78260,116760,74550,4550,3710,0,0,0,0
11491,29900,1998-06-30,72170,40110,72170,40110,0,0,0,0,0,0
11492,0,2025-01-24,72170,40075,72170,40075,0,0,0,0,0,0
11493,110000,2019-08-30,121310,78260,116760,74550,4550,3710,0,0,0,0
11494,170000,2006-08-29,121800,78680,116760,74550,5040,4130,0,0,0,0
11495,154000,2004-11-02,121800,78680,116760,74550,5040,4130,0,0,0,0
11496,85900,2001-10-31,122360,79170,116760,74550,5600,4620,0,0,0,0
11497,139000,2019-11-25,131040,91140,127260,87780,3780,3360,0,0,0,0
11498,129500,2021-09-21,109270,65240,104020,60970,5250,4270,0,0,0,0
11499,53000,2016-10-31,72170,42210,72170,42210,0,0,0,0,0,0
11500,117500,2025-01-10,72170,42210,72170,42210,0,0,0,0,0,0
11501,118000,2023-09-05,78680,42210,78680,42210,0,0,0,0,0,0
11502,73750,2004-08-26,122010,78820,116760,74550,5250,4270,0,0,0,0
11503,58800,2015-08-26,122010,78820,116760,74550,5250,4270,0,0,0,0
11504,126000,2018-08-15,123130,78820,117880,74550,5250,4270,0,0,0,0
11505,140000,2004-03-16,122010,78820,116760,74550,5250,4270,0,0,0,0
11506,55000,2020-07-02,68460,40110,68460,40110,0,0,0,0,0,0
11507,1,2014-02-26,72170,42210,72170,42210,0,0,0,0,0,0
11508,99000,2017-07-07,121660,77840,121170,77350,490,490,0,0,0,0
11509,99000,2017-07-07,121660,77840,121170,77350,490,490,0,0,0,0
11510,102000,2017-07-07,126350,81200,123970,79170,2380,2030,0,0,0,0
11511,102000,2017-07-07,125510,80500,123970,79170,1540,1330,0,0,0,0
11512,195000,2009-07-07,154350,100590,143500,91630,10850,8960,0,0,0,0
11513,166000,2009-07-13,122290,79800,113330,72380,8960,7420,0,0,0,0
11514,88000,2001-12-13,121730,79310,113330,72380,8400,6930,0,0,0,0
11515,125350,2020-12-08,122430,79940,113330,72380,9100,7560,0,0,0,0
11516,98000,2018-08-02,122430,79940,113330,72380,9100,7560,0,0,0,0
11517,118000,2003-10-17,122430,79940,113330,72380,9100,7560,0,0,0,0
11518,0,1997-11-25,122570,80010,113330,72380,9240,7630,0,0,0,0
11519,100900,2001-10-17,122430,79940,113330,72380,9100,7560,0,0,0,0
11520,122000,2018-07-13,122430,79940,113330,72380,9100,7560,0,0,0,0
11521,103000,1990-08-16,154350,100730,143500,91630,10850,9100,0,0,0,0
11522,210000,2023-01-03,183120,117950,170870,107870,12250,10080,0,0,0,0
11523,140000,2020-07-20,144480,94150,133700,85190,10780,8960,0,0,0,0
11524,0,2004-07-06,144480,94150,133700,85190,10780,8960,0,0,0,0
11525,133000,2020-06-23,144480,94150,133700,85190,10780,8960,0,0,0,0
11526,124000,2019-12-23,122080,79590,113330,72380,8750,7210,0,0,0,0
11527,181000,2009-11-24,153440,99820,143500,91630,9940,8190,0,0,0,0
11528,212900,2006-06-30,153580,99960,143500,91630,10080,8330,0,0,0,0
11529,170000,2024-04-12,130480,79590,121170,72380,9310,7210,0,0,0,0
11530,135000,2020-06-22,128380,83580,119140,76020,9240,7560,0,0,0,0
11531,160000,2022-07-05,122080,79590,113330,72380,8750,7210,0,0,0,0
11532,128500,2017-11-02,110740,72310,101990,65100,8750,7210,0,0,0,0
11533,190000,2024-02-23,125790,79590,116830,72380,8960,7210,0,0,0,0
11534,65000,2000-08-21,122080,79590,113330,72380,8750,7210,0,0,0,0
11535,220000,2024-11-21,153580,99960,143500,91630,10080,8330,0,0,0,0
11536,2e+05,2023-09-25,145880,81690,142030,78750,3850,2940,0,0,0,0
11537,2e+05,2025-05-28,119700,77210,115150,73500,4550,3710,0,0,0,0
11538,111750,2020-12-07,120960,77840,117320,74900,3640,2940,0,0,0,0
11539,170000,2023-01-23,120400,77490,116760,74550,3640,2940,0,0,0,0
11540,86500,2017-12-13,121310,78260,116760,74550,4550,3710,0,0,0,0
11541,129000,2019-12-31,144200,85820,140350,82740,3850,3080,0,0,0,0
11542,21000,2000-07-13,67270,37100,67270,37100,0,0,0,0,0,0
11543,67900,2020-12-10,72170,42210,72170,42210,0,0,0,0,0,0
11544,46000,2017-06-21,67270,39410,67270,39410,0,0,0,0,0,0
11545,93000,1991-09-12,153580,99960,143500,91630,10080,8330,0,0,0,0
11546,114500,2002-09-23,122080,79590,113330,72380,8750,7210,0,0,0,0
11547,131000,2003-07-01,121730,79310,113330,72380,8400,6930,0,0,0,0
11548,98000,2002-01-24,120470,78540,111720,71330,8750,7210,0,0,0,0
11549,190000,2024-10-29,122080,79590,113330,72380,8750,7210,0,0,0,0
11550,124900,2017-10-17,122080,79590,113330,72380,8750,7210,0,0,0,0
11551,125000,2016-03-30,153580,99960,143500,91630,10080,8330,0,0,0,0
11552,128000,2004-06-10,121590,77770,121170,77350,420,420,0,0,0,0
11553,115000,2003-10-17,121590,78190,121170,77350,420,840,0,0,0,0
11554,130000,2021-07-16,125160,80150,123970,79170,1190,980,0,0,0,0
11555,125000,2019-06-20,125160,80150,123970,79170,1190,980,0,0,0,0
11556,2e+05,2022-07-12,122640,80010,113330,72380,9310,7630,0,0,0,0
11557,125000,2020-05-21,122990,80360,113330,72380,9660,7980,0,0,0,0
11558,132870,2017-09-29,122430,79940,113330,72380,9100,7560,0,0,0,0
11559,98000,2017-05-11,122360,79870,113330,72380,9030,7490,0,0,0,0
11560,118000,2002-09-30,122500,80010,113330,72380,9170,7630,0,0,0,0
11561,95000,1991-07-24,154350,100660,143500,91630,10850,9030,0,0,0,0
11562,156000,2004-06-03,153720,100170,143500,91630,10220,8540,0,0,0,0
11563,127000,2016-04-21,122500,80010,113330,72380,9170,7630,0,0,0,0
11564,140000,2003-09-30,122500,80010,113330,72380,9170,7630,0,0,0,0
11565,159000,2024-06-18,122360,79870,113330,72380,9030,7490,0,0,0,0
11566,175000,2005-06-21,154630,101640,146300,94780,8330,6860,0,0,0,0
11567,128000,2015-08-19,122360,79870,113330,72380,9030,7490,0,0,0,0
11568,54000,1997-11-20,122500,80010,113330,72380,9170,7630,0,0,0,0
11569,130000,2015-04-28,123480,78890,114380,71330,9100,7560,0,0,0,0
11570,190000,2023-07-05,128800,80010,119140,72380,9660,7630,0,0,0,0
11571,68101,2013-11-15,154000,100380,143500,91630,10500,8750,0,0,0,0
11572,169000,2018-07-11,154420,100660,143500,91630,10920,9030,0,0,0,0
11573,126000,2003-05-16,122990,80360,113330,72380,9660,7980,0,0,0,0
11574,83000,1999-06-30,123270,80640,113330,72380,9940,8260,0,0,0,0
11575,135450,2020-07-06,122990,80360,113330,72380,9660,7980,0,0,0,0
11576,136500,2011-02-14,123480,80780,113330,72380,10150,8400,0,0,0,0
11577,132000,2018-04-25,123480,80780,113330,72380,10150,8400,0,0,0,0
11578,123000,2010-09-09,123340,80640,113330,72380,10010,8260,0,0,0,0
11579,138000,2015-04-29,154910,101080,143500,91630,11410,9450,0,0,0,0
11580,67000,1995-06-01,122710,80150,113330,72380,9380,7770,0,0,0,0
11581,1,1998-05-06,125720,82180,115500,71960,10220,10220,0,0,0,0
11582,179900,2007-05-01,123480,80780,113330,72380,10150,8400,0,0,0,0
11583,124600,2017-09-08,154420,100660,143500,91630,10920,9030,0,0,0,0
11584,0,2005-05-03,137130,81690,133490,78750,3640,2940,0,0,0,0
11585,117000,2019-09-04,121310,78260,116760,74550,4550,3710,0,0,0,0
11586,145000,2021-04-01,120400,77490,116760,74550,3640,2940,0,0,0,0
11587,104900,1990-06-13,120400,77490,116760,74550,3640,2940,0,0,0,0
11588,170000,2007-08-02,121310,78260,116760,74550,4550,3710,0,0,0,0
11589,210000,2023-01-25,137130,81690,133490,78750,3640,2940,0,0,0,0
11590,0,1983-06-27,67270,39410,67270,39410,0,0,0,0,0,0
11591,125000,2024-08-01,72170,42210,72170,42210,0,0,0,0,0,0
11592,122500,2025-07-02,65380,38220,65380,38220,0,0,0,0,0,0
11593,122500,2002-11-08,137130,81690,133490,78750,3640,2940,0,0,0,0
11594,120000,2019-08-27,121310,78260,116760,74550,4550,3710,0,0,0,0
11595,137500,2018-11-21,132160,85190,127260,81130,4900,4060,0,0,0,0
11596,104000,2018-11-19,132160,85190,127260,81130,4900,4060,0,0,0,0
11597,135000,2019-01-31,132160,85190,127260,81130,4900,4060,0,0,0,0
11598,165000,2023-05-02,137760,81690,134120,78750,3640,2940,0,0,0,0
11599,89999,2021-06-29,67270,39410,67270,39410,0,0,0,0,0,0
11600,74000,2020-03-12,79380,46340,79380,46340,0,0,0,0,0,0
11601,76000,2020-09-14,73360,42840,73360,42840,0,0,0,0,0,0
11602,110000,2012-06-28,137130,81690,133490,78750,3640,2940,0,0,0,0
11603,90000,2001-07-05,121310,78260,116760,74550,4550,3710,0,0,0,0
11604,69000,1991-09-12,120470,77560,116760,74550,3710,3010,0,0,0,0
11605,0,1989-04-26,120470,77560,116760,74550,3710,3010,0,0,0,0
11606,83000,2001-06-22,121310,78260,116760,74550,4550,3710,0,0,0,0
11607,73500,1993-09-10,137130,81690,133490,78750,3640,2940,0,0,0,0
11608,0,1986-08-21,67270,39410,67270,39410,0,0,0,0,0,0
